Cislo zastavky;Zemepisna sirka;Zemepisna dlzka;Stat;Okres;Obec;Cast obce;Nazov zastavky
20132;49,070689;19,458854;SK;LM;Malatíny;;Nižné
20133;49,060544;19,456436;SK;LM;Malatíny;;rázc,
20134;49,058818;19,455745;SK;LM;Malatíny;;Stredné
20135;49,054588;19,451087;SK;LM;Malatíny;;Vyšné
20139;49,225492;19,536923;SK;LM;Malé Borové;;
20140;49,221636;19,543451;SK;LM;Malé Borové;Novoť;
20328;48,980595;19,769298;SK;LM;Malužiná;;kult,dom
20329;48,981843;19,764876;SK;LM;Malužiná;;Liptov
20330;48,978239;19,773404;SK;LM;Malužiná;;rázc,
20341;48,907782;18,837036;SK;TR;Malý Čepčín;;Diaková
20342;0;0;SK;TR;Malý Čepčín;;Kevice
20343;48,901782;18,837804;SK;TR;Malý Čepčín;;pož,zbroj,
20344;48,903952;18,843312;SK;TR;Malý Čepčín;;žel,zast,
20469;49,18054;18,513599;SK;BY;Maršová-Rašov;;Jednota
20470;49,187723;18,521074;SK;BY;Maršová-Rašov;;Tomaník
20486;49,064179;18,916146;SK;MT;Martin;;aut,st,
20487;49,057058;18,933419;SK;MT;Martin;;HBM Pharma
20488;49,064991;18,925601;SK;MT;Martin;;Hviezdoslavova ul,
20489;0;0;SK;MT;Martin;;Mojmírova ul,
20490;49,061134;18,923716;SK;MT;Martin;;Národný cint,
20491;49,098765;18,941682;SK;MT;Martin;Priekopa;Galimex
20492;49,095045;18,928449;SK;MT;Martin;Priekopa;I,
20493;49,098011;18,937218;SK;MT;Martin;Priekopa;Rover
20494;49,056149;18,917567;SK;MT;Martin;;Prieložtek
20495;49,051317;18,914199;SK;MT;Martin;;SAD
20496;49,081992;18,930069;SK;MT;Martin;;Sever II,
20497;49,077217;18,92775;SK;MT;Martin;;Sever obch,dom
20498;49,072373;18,92561;SK;MT;Martin;;štadión
20499;49,046414;18,910892;SK;MT;Martin;;Turčan
20500;49,069407;18,920863;SK;MT;Martin;;Poliklinika Škultétyho
20501;49,073622;18,922831;SK;MT;Martin;;Ul,A,Pietra
20502;49,074545;18,922042;SK;MT;Martin;;Ul,ČA
20503;49,060217;18,921337;SK;MT;Martin;;Ul,J,Jesenského
20504;49,072872;18,911465;SK;MT;Martin;;ZŤS
20505;49,06911;18,91956;SK;MT;Martin;;žel,st,
20506;49,086005;18,9321;SK;MT;Martin;Košúty;zdrav,str,
20511;49,091991;19,336214;SK;RK;Martinček;;OcÚ
20644;49,232903;19,337411;SK;DK;Medzibrodie nad Oravou;;lavica
20645;49,241196;19,348362;SK;DK;Medzibrodie nad Oravou;;Pod Benkovom
20646;49,232159;19,343941;SK;DK;Medzibrodie nad Oravou;;pri moste
20647;49,233982;19,346218;SK;DK;Medzibrodie nad Oravou;;žel,st,
20648;49,237029;19,343277;SK;DK;Medzibrodie nad Oravou;;žel,st,rázc,
20961;48,998774;19,763864;SK;LM;Kráľova Lehota;;Michalovo Gašparík
21792;49,066821;19,719824;SK;LM;Jamník;;Mokraď
22100;48,943022;18,829618;SK;TR;Moškovec;;
22107;48,91128;18,87759;SK;TR;Mošovce;;č,d,294
22108;48,913563;18,883702;SK;TR;Mošovce;;dolný koniec
22109;48,920413;18,887906;SK;TR;Mošovce;;dvor RD
22110;0;0;SK;TR;Mošovce;;hájovňa
22111;48,906075;18,885131;SK;TR;Mošovce;;kult,dom
22112;48,909772;18,887322;SK;TR;Mošovce;;nám,
22113;0;0;SK;TR;Mošovce;;ŠM
22114;0;0;SK;TR;Mošovce;;zdrav,str,
22288;49,460721;19,339441;SK;NO;Mútne;;dolný cintorín
22289;49,434394;19,317115;SK;NO;Mútne;Duľov;
22290;49,438551;19,314799;SK;NO;Mútne;Duľov;ZŠ
22291;49,467836;19,310328;SK;NO;Mútne;;Janák
22292;49,464064;19,316502;SK;NO;Mútne;;Jednota I
22293;49,46024;19,324224;SK;NO;Mútne;;Kosmeľ
22294;49,461506;19,34895;SK;NO;Mútne;;ŠM
22295;49,466662;19,297473;SK;NO;Mútne;Mútňanská Píla;
22296;49,45503;19,305877;SK;NO;Mútne;;RD
22297;49,461849;19,319979;SK;NO;Mútne;;ZŠ
22556;49,410318;19,486173;SK;NO;Námestovo;;Agrostav
22557;49,403596;19,479355;SK;NO;Námestovo;;aut,st,
22558;49,405424;19,467271;SK;NO;Námestovo;;Brehy
22559;49,41071;19,48523;SK;NO;Námestovo;;hot,Studnička
22560;49,407007;19,479834;SK;NO;Námestovo;;Makyta
22561;49,40843;19,4749;SK;NO;Námestovo;;MŠ 1
22562;49,408316;19,477559;SK;NO;Námestovo;;MŠ 9
22563;49,407143;19,470088;SK;NO;Námestovo;;rešt,Dolina
22564;49,409364;19,487349;SK;NO;Námestovo;;servis
22565;49,41396;19,489837;SK;NO;Námestovo;;silo
22566;49,405541;19,476377;SK;NO;Námestovo;;ÚNZ
22567;49,40588;19,478718;SK;NO;Námestovo;;ÚNZ rázc,
22568;49,424318;19,497333;SK;NO;Námestovo;;Areál PUNCH
22569;49,410848;19,479005;SK;NO;Námestovo;;ZŠ
22570;49,41658;19,487784;SK;NO;Námestovo;;HERN
22571;49,414268;19,485896;SK;NO;Vavrečka;;InCap
22572;49.4095122;19.4803756;SK;NO;Námestovo;Slanická Osada;
22573;49,400227;19,513726;SK;NO;Námestovo;Slanická Osada;SOU
22674;48.95212;19.0146789;SK;MT;Necpaly;Necpalská dol,;Dedošová
22675;0;0;SK;MT;Necpaly;Necpalská dol,;Dol,Borišov
22676;48,983091;18,975245;SK;MT;Necpaly;Necpalská dol,;Hegeduš
22677;48.9229112;19.037977393882976;SK;MT;Necpaly;Necpalská dol,;horáreň
22678;48.9805268;19.0118408;SK;MT;Necpaly;Necpalská dol,;Ľubovňa
22679;48.9479275;19.0373123;SK;MT;Necpaly;Necpalská dol,;Uhliská
22680;48,985594;18,967453;SK;MT;Necpaly;;nám,
22681;48,989191;18,963328;SK;MT;Necpaly;;pri moste
22682;49,016453;18,940607;SK;MT;Necpaly;;výkrmňa
22733;49,220843;18,836356;SK;ZA;Nededza;;Jednota
22734;49,217901;18,83475;SK;ZA;Nededza;;rázc,
22735;49,224447;18,838702;SK;ZA;Nededza;;Škorvánkovia
23009;49,340097;18,732672;SK;KM;Nesluša;;horná ZŠ
23010;49,304972;18,746791;SK;KM;Nesluša;;Janáčik
23011;0;0;SK;KM;Nesluša;;konečná
23012;49,326705;18,742005;SK;KM;Nesluša;;Lisko
23013;49,333072;18,741407;SK;KM;Nesluša;;Medzihorský
23014;49,301492;18,746471;SK;KM;Nesluša;;niž,koniec-most
23015;49,309701;18,748505;SK;KM;Nesluša;;OcÚ
23016;0;0;SK;KM;Nesluša;;Pípeš
23017;49,310544;18,745184;SK;KM;Nesluša;;pošta
23018;49,317777;18,741419;SK;KM;Nesluša;;Sliž
23019;49,33634;18,737988;SK;KM;Nesluša;;u Janáčov
23020;49,321842;18,741775;SK;KM;Nesluša;;ZŠ
23354;49,30704;19,50036;SK;TS;Nižná;;čerp,stanica
23355;49,309704;19,502677;SK;TS;Nižná;;ČOV
23356;49,310354;19,513027;SK;TS;Nižná;;Malá Orava rázc,
23357;49,309216;19,527233;SK;TS;Nižná;;aut,st,
23358;48,959289;19,773558;SK;LM;Nižná Boca;;Červená Voda
23359;48,94927;19,768723;SK;LM;Nižná Boca;;Záhradník
23375;49,10781;19,079129;SK;MT;Nolčovo;;konečná
23376;49,109978;19,076444;SK;MT;Nolčovo;;stred
23477;49,34412;19,003536;SK;CA;Nová Bystrica;;Andrisovia
23478;49,345092;18,996175;SK;CA;Nová Bystrica;;Cadrikovia
23479;49,347433;18,988621;SK;CA;Nová Bystrica;;Hanidžiar
23480;49,34477;19,03679;SK;CA;Nová Bystrica;;Jančulovia
23481;0;0;SK;CA;Nová Bystrica;;pošta
23482;49,348381;18,976608;SK;CA;Nová Bystrica;;Rajnoha
23483;49,349744;19,025265;SK;CA;Nová Bystrica;;RD
23484;49,344256;19,023;SK;CA;Nová Bystrica;;Škorvaga
23485;49,355926;18,995233;SK;CA;Nová Bystrica;;Veľký potok
23486;49,344397;19,013545;SK;CA;Nová Bystrica;;ZŠ
23487;49,389633;19,070003;SK;CA;Nová Bystrica;Vychylovka;Brhel
23488;49,354076;19,029293;SK;CA;Nová Bystrica;Vychylovka;Granátov
23489;49,360719;19,046145;SK;CA;Nová Bystrica;Vychylovka;Grigovia
23490;49,383868;19,06668;SK;CA;Nová Bystrica;Vychylovka;Koleno
23491;49,362953;19,050182;SK;CA;Nová Bystrica;Vychylovka;Pavelkovia
23492;49,393371;19,075244;SK;CA;Nová Bystrica;Vychylovka;Petrekov
23493;49,36795;19,05441;SK;CA;Nová Bystrica;Vychylovka;polesie
23494;49,373055;19,065309;SK;CA;Nová Bystrica;Vychylovka;Rycierky
23495;49,37959;19,087077;SK;CA;Nová Bystrica;Vychylovka;skanzen
23496;49,394863;19,078991;SK;CA;Nová Bystrica;Vychylovka;Šudovia
23497;49,357973;19,037499;SK;CA;Nová Bystrica;Vychylovka;Talapkovia
23498;49,371932;19,063528;SK;CA;Nová Bystrica;Vychylovka;ZŠ
24023;49,429681;19,259937;SK;NO;Novoť;;Bachňák
24024;49,440796;19,248346;SK;NO;Novoť;;Bálek
24025;49,431868;19,251925;SK;NO;Novoť;;Fafalák
24026;49,41522;19,28647;SK;NO;Novoť;;Jarok
24027;49,431936;19,245062;SK;NO;Novoť;;Kormaňák
24028;49,425128;19,28532;SK;NO;Novoť;;mlyn
24029;49,426223;19,277604;SK;NO;Novoť;;Nogovka
24030;49,427689;19,269375;SK;NO;Novoť;;OcÚ
24031;49,426239;19,281718;SK;NO;Novoť;;PD
24032;49,433897;19,236527;SK;NO;Novoť;;Podkopec
24033;49,447512;19,245231;SK;NO;Novoť;;PS
24541;49,357138;18,768945;SK;KM;Ochodnica;;konečná
24542;49,35182;18,783647;SK;KM;Ochodnica;;Turčák
24543;49,355598;18,77541;SK;KM;Ochodnica;;u Mrenky
24544;49,348093;18,803143;SK;KM;Ochodnica;;ZŠ
24545;49,347346;18,806155;SK;KM;Ochodnica;;žel,st,
24706;49,41538;18,662952;SK;CA;Olešná;;Fojtík
24707;49,42359;18,677462;SK;CA;Olešná;;OcÚ
24708;49,41873;18,666534;SK;CA;Olešná;;Plecho
24709;49,428071;18,671348;SK;CA;Olešná;;pod Priečnicou
24710;49,425482;18,667725;SK;CA;Olešná;;Priečnica
24711;49,437537;18,667734;SK;CA;Olešná;;RD
24712;49,41226;18,658239;SK;CA;Olešná;;Šulkov potok
24713;49,439732;18,639753;SK;CA;Olešná;;Potôčky Chrobákov
24714;49,440966;18,656486;SK;CA;Olešná;;Potôčky Jednota
24715;49,440931;18,649384;SK;CA;Olešná;;Potôčky u Kubiša
24861;48,941195;18,808781;SK;TR;Ondrašová;;rázc,
25036;49,401418;19,436855;SK;NO;Oravská Jasenica;;Pod Brabirka
25037;49,388292;19,4357;SK;NO;Oravská Jasenica;;OcÚ
25038;49,405531;19,434732;SK;NO;Oravská Jasenica;;Riečka
25039;49,389611;19,443163;SK;NO;Oravská Jasenica;;cintorín
25040;49,394712;19,435533;SK;NO;Oravská Jasenica;;pri moste
25041;49,396995;19,436383;SK;NO;Oravská Jasenica;;vyš,koniec
25042;49,369764;19,198894;SK;NO;Oravská Lesná;;Dendis
25043;49,362576;19,158577;SK;NO;Oravská Lesná;;Hablák
25044;49,373052;19,219065;SK;NO;Oravská Lesná;;Holubčík
25045;49,375323;19,150189;SK;NO;Oravská Lesná;Lehotská;konečná
25046;49,37118;19,140987;SK;NO;Oravská Lesná;Lehotská;most
25047;49,368379;19,184503;SK;NO;Oravská Lesná;;OcÚ
25048;49,363959;19,180465;SK;NO;Oravská Lesná;;OTF
25049;49,368664;19,159068;SK;NO;Oravská Lesná;;RD
25050;49,370227;19,210497;SK;NO;Oravská Lesná;;Tisoň
25051;49,366868;19,164031;SK;NO;Oravská Lesná;;Turoň
25052;49,381575;19,223152;SK;NO;Oravská Lesná;;Ustrig
25053;49,36738;19,172323;SK;NO;Oravská Lesná;;Vrábeľ
25054;49,51675;19,451092;SK;NO;Oravská Polhora;;Borovka
25055;49,506457;19,461512;SK;NO;Oravská Polhora;;Jednota
25056;49,528607;19,437615;SK;NO;Oravská Polhora;;stará pošta
25057;49,511287;19,457067;SK;NO;Oravská Polhora;;Pienčák
25058;49,547577;19,419525;SK;NO;Oravská Polhora;;píla
25059;49,54204;19,36532;SK;NO;Oravská Polhora;;št,hr,
25060;49,534874;19,429521;SK;NO;Oravská Polhora;;Tyrol
25061;49.5550415;19.4991054;SK;NO;Oravská Polhora;;Vonzovec
25062;49,508185;19,463252;SK;NO;Oravská Polhora;;ZŠ I
25063;49,521994;19,445355;SK;NO;Oravská Polhora;;ZŠ II
25064;49,53709;19,40658;SK;NO;Oravská Polhora;;ZVT
25065;0;0;SK;NO;Oravská Polhora;;Slaná Voda Hv,háj,
25066;49,51971;19,46861;SK;NO;Oravská Polhora;;Slaná Voda chata
25067;49,197022;19,257145;SK;DK;Oravská Poruba;;OcÚ
25068;49,193813;19,269279;SK;DK;Oravská Poruba;;RD rázc,
25069;49,198822;19,251338;SK;DK;Oravská Poruba;Zábrež;RD
25070;49.1958754;19.2612162;SK;DK;Oravská Poruba;;ZŠ
25071;49,375423;19,554607;SK;TS;Oravská Priehrada;;Koruna
25072;49,382339;19,530507;SK;TS;Oravská Priehrada;;Prístav rázc,
25073;49,488763;19,375701;SK;NO;Oravské Veselé;;Ganobčík
25074;49,496532;19,364837;SK;NO;Oravské Veselé;;chata
25075;49,471926;19,381786;SK;NO;Oravské Veselé;;Jednota
25076;49,492872;19,369477;SK;NO;Oravské Veselé;;Kavoň
25077;49,483252;19,380565;SK;NO;Oravské Veselé;;Kumor
25078;49,450879;19,386094;SK;NO;Oravské Veselé;;Pekarčík
25079;49,477497;19,382863;SK;NO;Oravské Veselé;;Polesie
25080;49,460593;19,384095;SK;NO;Oravské Veselé;;rázc,
25081;49,295365;19,508642;SK;TS;Oravský Biely Potok;;CS
25082;49,28753;19,56105;SK;TS;Oravský Biely Potok;;Čuporák
25083;0;0;SK;TS;Oravský Biely Potok;;chaty LVV
25084;49,284824;19,547863;SK;TS;Oravský Biely Potok;;Kašák
25085;49,286643;19,555184;SK;TS;Oravský Biely Potok;;pošta
25087;49,260808;19,356738;SK;DK;Oravský Podzámok;;nám,
25089;49,260923;19,376137;SK;DK;Oravský Podzámok;;Pod Kýčerou
25090;49,279274;19,34699;SK;DK;Oravský Podzámok;;Príslop Poľana
25091;49,255512;19,341121;SK;DK;Oravský Podzámok;;Racibor
25092;49,258683;19,352208;SK;DK;Oravský Podzámok;;škola
25093;49,262056;19,371317;SK;DK;Oravský Podzámok;;Stodolisko
25094;49,250409;19,340118;SK;DK;Oravský Podzámok;Široká;OFZ
25095;49,261472;19,362688;SK;DK;Oravský Podzámok;;žel,st,
25096;49,26269;19,37683;SK;DK;Oravský Podzámok;Dolná Lehota;
25097;49,265894;19,374524;SK;DK;Oravský Podzámok;Dolná Lehota;Mrzáčka
25098;49,26318;19,379652;SK;DK;Oravský Podzámok;Dolná Lehota;ZŠ
25198;49,185039;19,391292;SK;DK;Osádka;;vyš,koniec
25199;49,184973;19,386786;SK;DK;Osádka;;ZŠ
25609;49,445458;18,902498;SK;CA;Oščadnica;;U Blaha
25610;49,415672;18,920269;SK;CA;Oščadnica;;Dedovka Veľká Rača
25611;49,429878;18,87565;SK;CA;Oščadnica;;Glett
25612;49,419514;18,913185;SK;CA;Oščadnica;;hájovňa
25613;49,420843;18,852792;SK;CA;Oščadnica;;Knapík
25614;49,468996;18,921442;SK;CA;Oščadnica;;Košariská
25615;49,421038;18,841704;SK;CA;Oščadnica;;Kysucká galéria
25616;49,435561;18,938984;SK;CA;Oščadnica;;Lalíky
25617;49,441311;18,890355;SK;CA;Oščadnica;;Maslák
25618;49,428481;18,897034;SK;CA;Oščadnica;;na mlákach
25619;49,436152;18,88257;SK;CA;Oščadnica;;nám,
25620;49,425726;18,869311;SK;CA;Oščadnica;;Šijáreň
25621;49,471439;18,941305;SK;CA;Oščadnica;;Peňaci ZŠ
25622;49,459722;18,898962;SK;CA;Oščadnica;;Rovné ZŠ
25623;49,445204;18,896401;SK;CA;Oščadnica;;U Smolky
25624;49,418594;18,836776;SK;CA;Oščadnica;;spoločenský dom
25625;49,466935;18,914584;SK;CA;Oščadnica;;Svancari
25626;49,438269;18,885735;SK;CA;Oščadnica;;ÚNZ
25627;49,424141;18,86422;SK;CA;Oščadnica;;Vojtuš
25628;49,473528;18,952814;SK;CA;Oščadnica;;Vreščovka
25629;49,443076;18,914056;SK;CA;Oščadnica;;Vyšný koniec Garáže
25630;49,443237;18,919109;SK;CA;Oščadnica;;Vyšný koniec Ústav
25727;49,223571;18,662234;SK;ZA;Ovčiarsko;;OcÚ
25931;49,209693;19,164929;SK;DK;Párnica;;Bralo kameňolom
25932;49,176721;19,143893;SK;DK;Párnica;;Dierová
25933;49,182904;19,151591;SK;DK;Párnica;;Dierová chata
25934;49,195065;19,191505;SK;DK;Párnica;;Haučo
25935;49,19353;19,196638;SK;DK;Párnica;;Jednota
25936;49,216328;19,163389;SK;DK;Párnica;;Lučivná rázc,chata
25937;49,231139;19,154586;SK;DK;Párnica;;Pred Sokolom
25938;49,193326;19,196938;SK;DK;Párnica;;pri žel,st,
25939;49,181951;19,169561;SK;DK;Párnica;;salaš
25940;49,191397;19,194553;SK;DK;Párnica;;u Hricku
25941;49,199675;19,20652;SK;DK;Párnica;;Zahrabová
25944;49,04428;19,42343;SK;LM;Partizánska Ľupča;;B,Ľupča LS
25945;48,99253;19,42291;SK;LM;Partizánska Ľupča;;Baľno
25946;49,061271;19,433527;SK;LM;Partizánska Ľupča;;č,d,253
25947;48,98128;19,4276;SK;LM;Partizánska Ľupča;;horáreň Lovnáč
25948;48,99793;19,41687;SK;LM;Partizánska Ľupča;;horáreň vŕšky
25949;49,06834;19,437166;SK;LM;Partizánska Ľupča;;Kostôlok
25950;49,064632;19,43542;SK;LM;Partizánska Ľupča;;kult,dom
25951;49,01089;19,40037;SK;LM;Partizánska Ľupča;;múraný most
25952;49,03353;19,41053;SK;LM;Partizánska Ľupča;;Nižné Rovienky
25953;49,050945;19,430871;SK;LM;Partizánska Ľupča;;otoč,ŠM
25954;48,95486;19,3949;SK;LM;Partizánska Ľupča;Železné;ozdrav,
25955;49,069045;19,439418;SK;LM;Partizánska Ľupča;;rázc,pri stínaní
25956;49,00323;19,4092;SK;LM;Partizánska Ľupča;;Skladnô
25957;48,97622;19,41982;SK;LM;Partizánska Ľupča;;Slatvinskô
25958;49,05775;19,430911;SK;LM;Partizánska Ľupča;;Smitek
25959;48,97197;19,41209;SK;LM;Partizánska Ľupča;;Tajch rázc,Magur,
25960;48,96504;19,4042;SK;LM;Partizánska Ľupča;;Tlstá
25961;49,01853;19,39644;SK;LM;Partizánska Ľupča;;Vyšné Rovienky
26046;49,214722;18,633896;SK;ZA;Paština Závada;;RD
26047;49,211454;18,63889;SK;ZA;Paština Závada;;ZŠ
26066;49,034714;19,562547;SK;LM;Pavčina Lehota;;garáž
26067;49,03324;19,566072;SK;LM;Pavčina Lehota;;Hate
26109;49,129216;19,583603;SK;LM;Pavlova Ves;;kult,dom
26419;49,255332;18,530441;SK;BY;Petrovice;;č,d,36
26420;49,262978;18,51999;SK;BY;Petrovice;;Holák
26421;49,291625;18,497009;SK;BY;Petrovice;Pláne;
26422;49,258053;18,523925;SK;BY;Petrovice;;pošta
26423;49,268579;18,518794;SK;BY;Petrovice;;Priečny potok
26424;49,255413;18,54242;SK;BY;Petrovice;;rázc,
26425;49,271799;18,518098;SK;BY;Petrovice;;RD
26426;49,253513;18,537746;SK;BY;Petrovice;;Sádky
26427;49,259342;18,498382;SK;BY;Petrovice;Setechov;ZŠ
26428;49,280545;18,509254;SK;BY;Petrovice;;Šuhajdy
27064;49,146617;19,90692;SK;LM;Pribylina;;Permon
27066;49,142768;19,903549;SK;LM;Pribylina;;Zruby
27067;0;0;SK;TS;Podbiel;;Agrostav
27068;49,307155;19,485963;SK;TS;Podbiel;;Jednota
27069;49,307178;19,487146;SK;TS;Podbiel;;rázc,Zuberec
27070;49.2996185;19.496754854473863;SK;TS;Podbiel;;pivovar
27071;49,304293;19,478666;SK;TS;Podbiel;;žel,st,
27169;49,17258;18,643917;SK;ZA;Podhorie;;OcÚ
27170;49,173125;18,647458;SK;ZA;Podhorie;;ZŠ
27194;49,085628;19,052453;SK;MT;Podhradie;;Koťko
27195;49,088245;19,059588;SK;MT;Podhradie;;rezervár
27196;49,085127;19,056182;SK;MT;Podhradie;;ZŠ
27309;49,056078;19,694834;SK;LM;Podtureň;;Jednota
27310;49,057535;19,696187;SK;LM;Podtureň;;žel,zast,
27317;49,410037;18,658134;SK;CA;Podvysoká;;motorest
27318;49,404499;18,645013;SK;CA;Podvysoká;;Nekoranec
27319;49,414909;18,669424;SK;CA;Podvysoká;;Tesla
27320;49,412704;18,664715;SK;CA;Podvysoká;;ZŠ
27407;49,201749;19,39489;SK;DK;Pokryváč;;pri moste
27408;49,205083;19,39207;SK;DK;Pokryváč;;Ticháň
27431;48,932657;18,783833;SK;TR;Abramová;Polerieka;rázc,kopec
27432;0;0;SK;TR;Abramová;Polerieka;rázc,stred
27698;49,111133;19,446339;SK;RK;Potok;;OcÚ
27699;49,10543;19,44297;SK;RK;Potok;;rázc,
27700;49,11327;19,447846;SK;RK;Potok;;u Žiaka 44
27781;49,307321;18,836029;SK;KM;Povina;;Belanovce
27782;49,310094;18,863182;SK;KM;Povina;;Jedľovina
27784;49,304931;18,867981;SK;KM;Povina;;konečná
27785;49,31251;18,8543;SK;KM;Povina;;Majer
27786;49,310613;18,813946;SK;KM;Povina;;Mazakov potok
27787;49,309632;18,842435;SK;KM;Povina;;pod Velikou
27788;49,30862;18,829172;SK;KM;Povina;;Stankov potok
27789;49,31321;18,803378;SK;KM;Povina;;Jednota
27790;49,308407;18,823536;SK;KM;Povina;;ZŠ
28166;49,198094;18,533397;SK;BY;Predmier;;Jednota
28167;49,196176;18,528663;SK;BY;Predmier;;kostol
28168;49,196733;18,539916;SK;BY;Predmier;;RD
28169;48,964938;18,726958;SK;MT;Vrícko;;Predvrícko
28200;49,231527;19,400377;SK;DK;Pribiš;;mlyn
28201;49,220387;19,405394;SK;DK;Pribiš;;nocovňa SAD
28202;49,222274;19,403258;SK;DK;Pribiš;;stred
28203;49,226894;19,400773;SK;DK;Pribiš;;Suroviak
28205;48,992694;18,891177;SK;MT;Rakovo;;Rybárska bašta
28206;48,998502;18,88121;SK;MT;Príbovce;;
28207;48,997801;18,873286;SK;MT;Benice;;ZŠ
28208;48,993862;18,87912;SK;MT;Rakovo;;žel,st,
28209;49,100773;19,801437;SK;LM;Pribylina;;garáž SAD
28210;49,120608;19,859423;SK;LM;Pribylina;;Hrdovo
28211;49,134451;19,893937;SK;LM;Pribylina;;Kamenná dol,
28212;49,125092;19,878644;SK;LM;Pribylina;;Kokavský most
28213;49,115912;19,842846;SK;LM;Pribylina;;Potôčky
28214;49,097622;19,796405;SK;LM;Pribylina;;pož,zbroj,
28215;0;0;SK;LM;Pribylina;;Rač,dol,
28216;49,105478;19,809031;SK;LM;Pribylina;;Račkova dol,Skanzen
28217;49,089401;19,787831;SK;LM;Pribylina;;rázc,
28219;49,092515;19,794014;SK;LM;Pribylina;;ZŠ
28358;49.1670458;19.488821;SK;LM;Prosiecka dolina;;
28359;49,14427;19,501038;SK;LM;Prosiek;;č,d,26
28360;49,147359;19,500802;SK;LM;Prosiek;;garáž SAD
28361;49,148632;19,500953;SK;LM;Prosiek;;otoč,
28362;49,129914;19,501537;SK;LM;Prosiek;;rázc,
29006;49,223456;19,369334;SK;DK;Pucov;;mlyn
29007;49,218244;19,378201;SK;DK;Pucov;;OcÚ
29008;49,217214;19,38471;SK;DK;Pucov;;Rokytník
29093;49,485792;19,475088;SK;NO;Rabča;;Domin
29094;49,465151;19,500129;SK;NO;Rabča;;Drunek
29095;49,486649;19,460498;SK;NO;Rabča;;Grúň
29096;49,489988;19,457877;SK;NO;Rabča;;Grúň Jednota
29097;49,481843;19,479537;SK;NO;Rabča;;Jednota
29098;49,495225;19,457269;SK;NO;Rabča;;Kalfas
29099;49,491593;19,470415;SK;NO;Rabča;;Labudiak
29100;49,47624;19,489685;SK;NO;Rabča;;pošta
29101;49,468915;19,497091;SK;NO;Rabča;;Ratica
29102;49,497836;19,466337;SK;NO;Rabča;;rázc,Sihelné
29103;49,481497;19,48092;SK;NO;Rabča;;RD
29104;49,504063;19,512154;SK;NO;Rabčice;;Frančáky
29105;49,516706;19,527933;SK;NO;Rabčice;;chata
29106;49,512558;19,52471;SK;NO;Rabčice;;Jagnešák
29107;49,504665;19,515676;SK;NO;Rabčice;;Jednota
29108;49,503907;19,532968;SK;NO;Rabčice;;Končiny
29109;49,505018;19,52917;SK;NO;Rabčice;;Končiny pri moste
29110;49,528429;19,524518;SK;NO;Rabčice;;konečná
29111;49,520051;19,526989;SK;NO;Rabčice;;Potoky
29112;49,500235;19,499806;SK;NO;Rabčice;;pri moste
29113;49,506619;19,523866;SK;NO;Rabčice;;rázc,
29114;49,500516;19,503887;SK;NO;Rabčice;;Vedel
29348;49,313575;18,942197;SK;CA;Radôstka;;Krasotín Janotová
29349;49,311078;18,936842;SK;CA;Radôstka;;Krasotín Konušiak
29350;49,308382;18,930419;SK;CA;Radôstka;;Krasotín Slivka
29351;49,307911;18,925922;SK;CA;Radôstka;;Krasotín Sobolčin
29352;49,320921;18,941895;SK;CA;Radôstka;;OcÚ
29353;0;0;SK;CA;Radôstka;;Pavlica
29354;49,33244;18,939668;SK;CA;Radôstka;;Prachár
29355;49,327665;18,942054;SK;CA;Radôstka;;ZŠ
29390;49,091056;18,63441;SK;ZA;Rajec;;Hollého ZŠ
29391;49,087461;18,633983;SK;ZA;Rajec;;Hurbanova ul,
29392;49,08711;18,63745;SK;ZA;Rajec;;Kašiakova ul,
29393;49,081687;18,641205;SK;ZA;Rajec;;Kolónia
29394;49,087493;18,633839;SK;ZA;Rajec;;Kostolná ul,
29395;49,087677;18,603769;SK;ZA;Rajec;;lom Baranová
29396;49,092899;18,639234;SK;ZA;Rajec;;poliklinika
29397;49,081386;18,632604;SK;ZA;Rajec;;Rezbár
29398;49,086485;18,62467;SK;ZA;Rajec;;ŠM
29399;49,089241;18,638742;SK;ZA;Rajec;;Nádražná
29400;49,066424;18,628037;SK;ZA;Rajec;;Šuja konečná
29401;49,070784;18,629552;SK;ZA;Rajec;;Šuja pri moste
29402;0;0;SK;ZA;Rajec;;vozovňa SAD
29403;49,088794;18,643194;SK;ZA;Rajec;;žel,st,
29421;49,045042;18,63495;SK;ZA;Rajecká Lesná;;Jednota
29422;49,038485;18,648289;SK;ZA;Rajecká Lesná;;konečná
29423;49,044873;18,621563;SK;ZA;Rajecká Lesná;;rázc,
29424;49,042333;18,641488;SK;ZA;Rajecká Lesná;;RD
29425;49,045694;18,629615;SK;ZA;Rajecká Lesná;;Zimani
29426;49,016736;18,61369;SK;ZA;Fačkov;;Kocera
29427;49,049377;18,62138;SK;ZA;Rajecká Lesná;;Trstená
29428;49,129017;18,678312;SK;ZA;Rajecké Teplice;;aut,st,
29429;49,132695;18,688955;SK;ZA;Rajecké Teplice;;kúpalisko
29430;49,130338;18,697301;SK;ZA;Rajecké Teplice;;MŠ II,ul,Osloboditeľ
29431;0;0;SK;ZA;Rajecké Teplice;;píla
29432;49,123942;18,686177;SK;ZA;Rajecké Teplice;;ZŠ
29470;49.700322;13.5819437;SK;CA;Raková;;
29471;49,438419;18,725454;SK;CA;Raková;;Čajda
